id,source,question,freeze_datetime,resolution_date,outcome,p_h,p_he,n_evidence,brier_h,brier_he,brier_delta,z,abs_z
eb31216ce7bb24b3917c02eab7457186fad56268f214b6432f1058b847843f59,wikipedia,"According to Wikipedia, will a vaccine have been developed for Prevotella infection by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.08,0.05,8,0.0064,0.0025000000000000005,0.0039,-0.375,0.375
ff153a13090a11be47ca39fcf8f8e54ad7c8fae80d681d26b58cad0e02b2d9ed,wikipedia,"According to Wikipedia, will R Praggnanandhaa have a FIDE ranking on 2025-11-02 as high or higher than their ranking on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.52,0.15,8,0.27040000000000003,0.0225,0.24790000000000004,-0.7115384615384615,0.7115384615384615
DFII10,fred,"Will the market yield on US treasury securities at 10-year constant maturity, quoted on an investment basis and inflation-indexed, have increased by 2025-11-02 as compared to its value on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.48,0.52,8,0.27040000000000003,0.2304,0.040000000000000036,0.07692307692307698,0.07692307692307698
OBMMIJUMBO30YF,fred,Will the 30-year fixed rate jumbo mortgage index have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.35,8,0.2601,0.12249999999999998,0.1376,-0.3137254901960785,0.3137254901960785
afeef9ddc9b6c6d1773d7a0a0ba5bc1df5a1ceb0a01ff1b2995082894c463896,acled,"Will there be more than ten times as many fatalities in Turkmenistan for the 30 days before 2025-11-02 compared to one plus the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of fatalities over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.08,0.02,8,0.0064,0.0004,0.006,-0.75,0.75
meteofrance_TEMPERATURE_celsius.07117.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Ploumanac'h will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.45,0.35,8,0.2025,0.12249999999999998,0.08000000000000003,-0.2222222222222223,0.2222222222222223
0x7d98815be880769be11a63b4df815b9bdcbf6ae007a8caaba9a2909816a8d1c6,polymarket,Will Google have the top AI model on December 31?,2025-10-16T00:00:00+00:00,2025-12-31,1.0,0.35,0.99,8,0.42250000000000004,0.00010000000000000018,0.42240000000000005,0.9846153846153846,0.9846153846153846
17917,metaculus,Will evidence of alien technology be recovered near the IM1 crash site before 2026?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.02,0.15,8,0.0004,0.0225,-0.022099999999999998,0.1326530612244898,0.1326530612244898
T,yfinance,"Will T's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.52,8,0.2601,0.27040000000000003,-0.010300000000000031,0.02040816326530614,0.02040816326530614
meteofrance_TEMPERATURE_celsius.07027.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Caen – Carpiquet Airport will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.35,0.35,8,0.42250000000000004,0.42250000000000004,0.0,0.0,0.0
CARR,yfinance,"Will CARR's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.51,0.5,8,0.24009999999999998,0.25,-0.00990000000000002,-0.01960784313725492,0.01960784313725492
1564,infer,Will the EU import at least 15 billion cubic meters of natural gas from Russia in any quarter of 2025?,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.08,0.15,8,0.0064,0.0225,-0.0161,0.07608695652173912,0.07608695652173912
dadd517a58009c84362694393623ebcca9e7339eab40e7fc61947c22d9cd4e3d,wikipedia,"According to Wikipedia, will Wei Yi have an Elo rating on 2025-11-02 that's at least 1% higher than on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.25,0.08,8,0.0625,0.0064,0.0561,-0.6799999999999999,0.6799999999999999
0x1985caaa507a1de1c390b2c4957e5535cb530634bd7bb4c5c1e75fbd6cc22e64,polymarket,Trump removed via 25th Amendment in 2025?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.02,0.02,8,0.0004,0.0004,0.0,0.0,0.0
6b1c68a507fa625722143674cac09c96d837fd8efb49e20bb9a3d5ee14d1cc99,wikipedia,"According to Wikipedia, will a vaccine have been developed for Group A streptococcal infection by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.15,0.08,8,0.0225,0.0064,0.0161,-0.4666666666666666,0.4666666666666666
CGb5hO1YNNR2bAPun9WF,manifold,Will Elon Musk cease to be CEO of Tesla in 2025?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.15,0.02,8,0.0225,0.0004,0.022099999999999998,-0.8666666666666667,0.8666666666666667
f73ed34ca12a3e74504043f868ef2cfa4a585fe0b5ae28354b1e20ab9f7bde91,wikipedia,"According to Wikipedia, will Anish Giri have a FIDE ranking on 2025-11-02 as high or higher than their ranking on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.52,0.95,8,0.2304,0.0025000000000000044,0.2279,0.8958333333333333,0.8958333333333333
D38AIR8f03odzU8ZvoKr,manifold,Will the US be at war with Iran before the end of 2025,2025-10-16T00:00:00+00:00,2026-01-01,0.0,0.18,0.25,8,0.0324,0.0625,-0.030100000000000002,0.08536585365853659,0.08536585365853659
PEG,yfinance,"Will PEG's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.5,0.48,8,0.25,0.2304,0.019600000000000006,-0.040000000000000036,0.040000000000000036
0x1bed9a7702b0855686f4f65a9f65d51afeb7ca0c60f48937f4377269087cec25,polymarket,Will inflation reach more than 4% in 2025?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.25,0.02,8,0.0625,0.0004,0.0621,-0.92,0.92
meteofrance_TEMPERATURE_celsius.07240.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Tours will be higher on 2025-11-02 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.35,0.35,8,0.42250000000000004,0.42250000000000004,0.0,0.0,0.0
beccd776bdc07315be25d08c346969bdd986c7dae80302f14d3b1892fa674ecc,wikipedia,"According to Wikipedia, will Fabiano Caruana have an Elo rating on 2025-11-02 that's at least 1% higher than on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.25,0.05,8,0.0625,0.0025000000000000005,0.06,-0.8,0.8
21531,metaculus,Will the bubble in the Magnificent Seven pop before 2026?,2025-10-16T00:00:00+00:00,2025-12-31,0.0,0.58,0.42,8,0.3364,0.17639999999999997,0.16,-0.27586206896551724,0.27586206896551724
20efdec28913ecfb1e3a3e26ad2c99e1b4d7ad3f43b5a6202c46f9c277c17406,wikipedia,"According to Wikipedia, will Paul Biedermann still hold the world record for 200m freestyle in long course (50 metres) swimming pools on 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.15,0.02,8,0.7224999999999999,0.9603999999999999,-0.2379,-0.8666666666666667,0.8666666666666667
