id,source,question,freeze_datetime,resolution_date,outcome,p_h,p_he,n_evidence,brier_h,brier_he,brier_delta,z,abs_z
CB,yfinance,"Will CB's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.5,0.52,8,0.25,0.27040000000000003,-0.02040000000000003,0.040000000000000036,0.040000000000000036
meteofrance_TEMPERATURE_celsius.07747.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Perpignan will be higher on 2025-11-25 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.15,0.25,8,0.0225,0.0625,-0.04,0.11764705882352942,0.11764705882352942
f73ed34ca12a3e74504043f868ef2cfa4a585fe0b5ae28354b1e20ab9f7bde91,wikipedia,"According to Wikipedia, will Anish Giri have a FIDE ranking on 2026-04-24 as high or higher than their ranking on 2025-10-26?",2025-10-16T00:00:00+00:00,2026-04-24,0.0,0.45,0.02,8,0.2025,0.0004,0.2021,-0.9555555555555555,0.9555555555555555
d61d058797047fb9793684b123dcf88a66f843695d9e65e9bc6df0f49ec9d936,wikipedia,"According to Wikipedia, will Nodirbek Abdusattorov have an Elo rating on 2026-04-24 that's at least 1% higher than on 2025-10-26?",2025-10-16T00:00:00+00:00,2026-04-24,1.0,0.62,0.82,8,0.1444,0.03240000000000002,0.11199999999999999,0.5263157894736841,0.5263157894736841
CMCSA,yfinance,"Will CMCSA's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.35,8,0.2601,0.12249999999999998,0.1376,-0.3137254901960785,0.3137254901960785
PYPL,yfinance,"Will PYPL's market close price on 2026-04-24 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2026-04-24,0.0,0.54,0.25,8,0.2916,0.0625,0.22910000000000003,-0.5370370370370371,0.5370370370370371
meteofrance_TEMPERATURE_celsius.07761.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Ajaccio will be higher on 2026-04-24 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2026-04-24,0.0,0.35,0.15,8,0.12249999999999998,0.0225,0.09999999999999998,-0.5714285714285714,0.5714285714285714
meteofrance_TEMPERATURE_celsius.07190.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Strasbourg Airport will be higher on 2025-11-25 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.15,0.25,8,0.0225,0.0625,-0.04,0.11764705882352942,0.11764705882352942
KMB,yfinance,"Will KMB's market close price on 2026-04-24 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2026-04-24,0.0,0.58,0.25,8,0.3364,0.0625,0.2739,-0.5689655172413792,0.5689655172413792
GASDESW,fred,Will the average price of diesel in the US have increased by 2025-11-25 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,1.0,0.52,0.95,8,0.2304,0.0025000000000000044,0.2279,0.8958333333333333,0.8958333333333333
DTB4WK,fred,Will the Federal Reserve's 4-week secondary market treasury bill rate have increased by 2025-11-25 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.48,0.62,8,0.2304,0.3844,-0.15400000000000003,0.2692307692307693,0.2692307692307693
TMO,yfinance,"Will TMO's market close price on 2025-11-25 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-25,1.0,0.52,0.52,8,0.2304,0.2304,0.0,0.0,0.0
NFCILEVERAGE,fred,Will the Chicago Fed's National Financial Conditions Leverage Subindex have increased by 2025-11-02 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-02,1.0,0.5,0.35,8,0.25,0.42250000000000004,-0.17250000000000004,-0.30000000000000004,0.30000000000000004
0x2136be6fba772eb946ef5a886f2645cf71eed6ff977cec21b0833d2c5946e898,polymarket,Will Matt Salsberg win the 2025 National Heads-Up Poker Championship?,2025-10-16T00:00:00+00:00,2025-12-19,0.0,0.025,0.01,8,0.0006250000000000001,0.0001,0.0005250000000000001,-0.6,0.6
NXPI,yfinance,"Will NXPI's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.52,8,0.2601,0.27040000000000003,-0.010300000000000031,0.02040816326530614,0.02040816326530614
WALCL,fred,Will the total dollar amount of assets held by all US Federal Reserve banks have increased by 2026-04-24 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2026-04-24,1.0,0.55,0.68,8,0.20249999999999996,0.10239999999999996,0.1001,0.2888888888888889,0.2888888888888889
a0d634ef1d2faff827cf4b6c0ad85e6c7defa785e0cfa1dd4651987baf269aa0,acled,"Will there be more 'Violence against civilians' in Botswana for the 30 days before 2026-01-24 compared to the 30-day average of 'Violence against civilians' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Violence against civilians'
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of 'Violence against civilians' over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more 'Violence against civilians' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2026-01-24,0.0,0.25,0.25,8,0.0625,0.0625,0.0,0.0,0.0
5261497265c39a0c3c10e1acbfa9fdbba8744cf43a767572b76db79e5af4229e,wikipedia,"According to Wikipedia, will a vaccine have been developed for Human ewingii ehrlichiosis by 2025-11-02?",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.02,0.02,8,0.0004,0.0004,0.0,0.0,0.0
7074f97f63686c6cac8ec37d318af7722047d478afd67ec07489c18b2634b5f8,acled,"Will there be more fatalities in Azerbaijan for the 30 days before 2025-11-25 compared to the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of fatalities over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.42,0.35,8,0.17639999999999997,0.12249999999999998,0.05389999999999999,-0.16666666666666669,0.16666666666666669
GIS,yfinance,"Will GIS's market close price on 2025-11-02 be higher than its market close price on 2025-10-26?

Stock splits and reverse splits will be accounted for in resolving this question. Forecasts on questions about companies that have been delisted (through mergers or bankruptcy) will resolve to their final close price.",2025-10-16T00:00:00+00:00,2025-11-02,0.0,0.51,0.48,8,0.2601,0.2304,0.029700000000000004,-0.058823529411764754,0.058823529411764754
7b22d178be713b7564ebe8fb1ae33270d26df6856613e85c58e30ff73467ed10,acled,"Will there be more than ten times as many 'Explosions/Remote violence' in Qatar for the 30 days before 2025-11-25 compared to one plus the 30-day average of 'Explosions/Remote violence' over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,'Explosions/Remote violence'
2023-11-11,1
2023-10-10,2
to calculate one plus the 30-day average of 'Explosions/Remote violence' over the preceding 360 days, we’d have: 1+(1+2)/12=1.25.

In this example, for the question to resolve positively, 13 (10 x 1.25) or more 'Explosions/Remote violence' would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.02,0.15,8,0.0004,0.0225,-0.022099999999999998,0.1326530612244898,0.1326530612244898
acc636ad694b7666aeba3df0f4980bb294c650e6df097329ad7f91532d95b253,acled,"Will there be more fatalities in Sao Tome and Principe for the 30 days before 2026-01-24 compared to the 30-day average of fatalities over the 360 days preceding 2025-10-26?

e.g. If the forecast due date is 2024-01-01 and we have the following data:
Date,fatalities
2023-11-11,1
2023-10-10,2
to calculate the 30-day average of fatalities over the preceding 360 days, we’d have: (1+2)/12=0.25.

In this example, for the question to resolve positively, 1 or more fatalities would need to occur in the 30 days leading up to the resolution.",2025-10-16T00:00:00+00:00,2026-01-24,0.0,0.25,0.15,8,0.0625,0.0225,0.04,-0.4,0.4
meteofrance_TEMPERATURE_celsius.61998.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Grande Terre will be higher on 2026-04-24 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2026-04-24,1.0,0.25,0.25,8,0.5625,0.5625,0.0,0.0,0.0
DEXKOUS,fred,Will the spot exchange rate of South Korean won to US dollars have increased by 2026-01-24 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2026-01-24,1.0,0.45,0.25,8,0.30250000000000005,0.5625,-0.25999999999999995,-0.4444444444444445,0.4444444444444445
c11db639ef0a30ced800a69d5c3725b7f5b5e7c1df7735ceb4165154e82a05ac,wikipedia,"According to Wikipedia, will Leya Garifullina have an Elo rating on 2025-11-25 that's at least 1% higher than on 2025-10-26?",2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.45,0.05,8,0.2025,0.0025000000000000005,0.2,-0.888888888888889,0.888888888888889
DFEDTARU,fred,Will the upper limit of the target range of the federal funds rate (interest rate) set by the Federal Open Market Committee have increased by 2025-11-25 as compared to its value on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.25,0.05,8,0.0625,0.0025000000000000005,0.06,-0.8,0.8
meteofrance_TEMPERATURE_celsius.07621.D,dbnomics,What is the probability that the daily average temperature at the French weather station at Tarbes–Lourdes–Pyrénées Airport will be higher on 2025-11-25 than on 2025-10-26?,2025-10-16T00:00:00+00:00,2025-11-25,0.0,0.25,0.25,8,0.0625,0.0625,0.0,0.0,0.0
